sess_num;sess_type;n_trials;seq_keys;seq_type;sequence_string;seq_train;seq_color;combination;seq_order;paced;instruct;run;block
32;training;5;1 2 3 4;type1;1 4 - 2 3 4 - 1 2 - 4 - 2 3;trained;#111111;[1, 0, 2];2;1;0;1;1
33;training;20;1 2 3 4;type1;3 4 - 2 - 1 3 - 2 3 4 - 1 4;trained;#911eb4;[1, 2, 0];1;0;1;1;1
33;training;20;1 2 3 4;type1;1 4 - 2 3 4 - 1 2 - 4 - 2 3;trained;#111111;[1, 2, 0];2;0;0;1;1
33;training;20;1 2 3 4;type1;1 3 - 2 - 3 4 - 1 2 3 - 1 4;trained;#f032e6;[1, 2, 0];0;0;0;1;1
33;training;5;1 2 3 4;type1;3 4 - 2 - 1 3 - 2 3 4 - 1 4;trained;#911eb4;[1, 2, 0];1;1;1;1;1
33;training;5;1 2 3 4;type1;1 4 - 2 3 4 - 1 2 - 4 - 2 3;trained;#111111;[1, 2, 0];2;1;0;1;1
33;training;5;1 2 3 4;type1;1 3 - 2 - 3 4 - 1 2 3 - 1 4;trained;#f032e6;[1, 2, 0];0;1;0;1;1
34;training;20;1 2 3 4;type1;1 4 - 2 3 4 - 1 2 - 4 - 2 3;trained;#111111;[2, 0, 1];2;0;1;1;1
34;training;20;1 2 3 4;type1;1 3 - 2 - 3 4 - 1 2 3 - 1 4;trained;#f032e6;[2, 0, 1];0;0;0;1;1
34;training;20;1 2 3 4;type1;3 4 - 2 - 1 3 - 2 3 4 - 1 4;trained;#911eb4;[2, 0, 1];1;0;0;1;1
34;training;5;1 2 3 4;type1;1 4 - 2 3 4 - 1 2 - 4 - 2 3;trained;#111111;[2, 0, 1];2;1;1;1;1
34;training;5;1 2 3 4;type1;1 3 - 2 - 3 4 - 1 2 3 - 1 4;trained;#f032e6;[2, 0, 1];0;1;0;1;1
34;training;5;1 2 3 4;type1;3 4 - 2 - 1 3 - 2 3 4 - 1 4;trained;#911eb4;[2, 0, 1];1;1;0;1;1
35;training;20;1 2 3 4;type1;1 4 - 2 3 4 - 1 2 - 4 - 2 3;trained;#111111;[2, 1, 0];2;0;1;1;1
35;training;20;1 2 3 4;type1;3 4 - 2 - 1 3 - 2 3 4 - 1 4;trained;#911eb4;[2, 1, 0];1;0;0;1;1
35;training;20;1 2 3 4;type1;1 3 - 2 - 3 4 - 1 2 3 - 1 4;trained;#f032e6;[2, 1, 0];0;0;0;1;1
35;training;5;1 2 3 4;type1;1 4 - 2 3 4 - 1 2 - 4 - 2 3;trained;#111111;[2, 1, 0];2;1;1;1;1
35;training;5;1 2 3 4;type1;3 4 - 2 - 1 3 - 2 3 4 - 1 4;trained;#911eb4;[2, 1, 0];1;1;0;1;1
35;training;5;1 2 3 4;type1;1 3 - 2 - 3 4 - 1 2 3 - 1 4;trained;#f032e6;[2, 1, 0];0;1;0;1;1
36;testing;20;1 2 3 4;type1;1 3 - 2 - 3 4 - 1 2 3 - 1 4;trained;#f032e6;[0, 1, 2];0;0;1;1;1
36;testing;20;1 2 3 4;type1;2 4 - 1 - 1 2 3 4 - 2 - 1 4;untrained;#e6194b;[0, 1];0;0;0;1;1
36;testing;20;1 2 3 4;type1;3 4 - 2 - 1 3 - 2 3 4 - 1 4;trained;#911eb4;[0, 1, 2];1;0;0;1;1
36;testing;20;1 2 3 4;type1;1 2 - 3 - 1 2 3 4 - 4 - 1 3;untrained;#0082c8;[0, 1];1;0;0;1;1
36;testing;20;1 2 3 4;type1;1 4 - 2 3 4 - 1 2 - 4 - 2 3;trained;#111111;[0, 1, 2];2;0;0;1;1
37;training;20;1 2 3 4;type1;1 3 - 2 - 3 4 - 1 2 3 - 1 4;trained;#f032e6;[0, 2, 1];0;0;1;1;1
37;training;20;1 2 3 4;type1;1 4 - 2 3 4 - 1 2 - 4 - 2 3;trained;#111111;[0, 2, 1];2;0;0;1;1
37;training;20;1 2 3 4;type1;3 4 - 2 - 1 3 - 2 3 4 - 1 4;trained;#911eb4;[0, 2, 1];1;0;0;1;1
37;training;5;1 2 3 4;type1;1 3 - 2 - 3 4 - 1 2 3 - 1 4;trained;#f032e6;[0, 2, 1];0;1;1;1;1
37;training;5;1 2 3 4;type1;1 4 - 2 3 4 - 1 2 - 4 - 2 3;trained;#111111;[0, 2, 1];2;1;0;1;1
37;training;5;1 2 3 4;type1;3 4 - 2 - 1 3 - 2 3 4 - 1 4;trained;#911eb4;[0, 2, 1];1;1;0;1;1
38;training;20;1 2 3 4;type1;3 4 - 2 - 1 3 - 2 3 4 - 1 4;trained;#911eb4;[1, 0, 2];1;0;1;1;1
38;training;20;1 2 3 4;type1;1 3 - 2 - 3 4 - 1 2 3 - 1 4;trained;#f032e6;[1, 0, 2];0;0;0;1;1
38;training;20;1 2 3 4;type1;1 4 - 2 3 4 - 1 2 - 4 - 2 3;trained;#111111;[1, 0, 2];2;0;0;1;1
38;training;5;1 2 3 4;type1;3 4 - 2 - 1 3 - 2 3 4 - 1 4;trained;#911eb4;[1, 0, 2];1;1;1;1;1
38;training;5;1 2 3 4;type1;1 3 - 2 - 3 4 - 1 2 3 - 1 4;trained;#f032e6;[1, 0, 2];0;1;0;1;1
38;training;5;1 2 3 4;type1;1 4 - 2 3 4 - 1 2 - 4 - 2 3;trained;#111111;[1, 0, 2];2;1;0;1;1
39;training;20;1 2 3 4;type1;3 4 - 2 - 1 3 - 2 3 4 - 1 4;trained;#911eb4;[1, 2, 0];1;0;1;1;1
39;training;20;1 2 3 4;type1;1 4 - 2 3 4 - 1 2 - 4 - 2 3;trained;#111111;[1, 2, 0];2;0;0;1;1
39;training;20;1 2 3 4;type1;1 3 - 2 - 3 4 - 1 2 3 - 1 4;trained;#f032e6;[1, 2, 0];0;0;0;1;1
39;training;5;1 2 3 4;type1;3 4 - 2 - 1 3 - 2 3 4 - 1 4;trained;#911eb4;[1, 2, 0];1;1;1;1;1
39;training;5;1 2 3 4;type1;1 4 - 2 3 4 - 1 2 - 4 - 2 3;trained;#111111;[1, 2, 0];2;1;0;1;1
39;training;5;1 2 3 4;type1;1 3 - 2 - 3 4 - 1 2 3 - 1 4;trained;#f032e6;[1, 2, 0];0;1;0;1;1
